csvheader","CompareNumber,TimestampA,TimestampB,ClausesA, ClausesB, Added, Removed, SizeDiff, absSizeDiff, changedTotal
0,2007-01-24_09-14-09,2007-01-24_09-32-19,837,837,0,0,0,0,0
1,2007-01-24_09-32-19,2007-01-24_09-32-42,837,837,0,0,0,0,0
2,2007-01-24_09-32-42,2007-01-24_12-16-08,837,837,2,2,0,0,4
3,2007-01-24_12-16-08,2007-01-24_14-34-35,837,837,2,2,0,0,4
4,2007-01-24_14-34-35,2007-01-24_14-50-27,837,837,0,0,0,0,0
5,2007-01-24_14-50-27,2007-01-24_23-53-22,837,836,1,2,-1,1,3
6,2007-01-24_23-53-22,2007-01-26_09-03-23,836,838,2,0,2,2,2
7,2007-01-26_09-03-23,2007-01-27_13-44-53,838,836,0,2,-2,2,2
8,2007-01-27_13-44-53,2007-01-29_23-56-13,836,836,0,0,0,0,0
9,2007-01-29_23-56-13,2007-02-02_01-17-52,836,838,2,0,2,2,2
10,2007-02-02_01-17-52,2007-02-02_16-06-02,838,838,0,0,0,0,0
11,2007-02-02_16-06-02,2007-02-04_17-11-25,838,840,2,0,2,2,2
12,2007-02-04_17-11-25,2007-02-04_17-21-55,840,840,0,0,0,0,0
13,2007-02-04_17-21-55,2007-02-04_17-24-53,840,840,0,0,0,0,0
14,2007-02-04_17-24-53,2007-02-06_19-28-50,840,851,11,0,11,11,11
15,2007-02-06_19-28-50,2007-02-14_13-20-29,851,851,0,0,0,0,0
16,2007-02-14_13-20-29,2007-02-27_21-15-08,851,853,2,0,2,2,2
17,2007-02-27_21-15-08,2007-03-05_19-55-30,853,855,2,0,2,2,2
18,2007-03-05_19-55-30,2007-03-09_16-56-38,855,855,0,0,0,0,0
19,2007-03-09_16-56-38,2007-03-10_16-58-49,855,873,18,0,18,18,18
20,2007-03-10_16-58-49,2007-03-19_20-28-03,873,872,0,1,-1,1,1
21,2007-03-19_20-28-03,2007-03-24_15-37-57,872,874,2,0,2,2,2
22,2007-03-24_15-37-57,2007-03-25_21-50-18,874,874,0,0,0,0,0
23,2007-03-25_21-50-18,2007-03-27_22-01-31,874,874,0,0,0,0,0
24,2007-03-27_22-01-31,2007-03-28_15-00-27,874,870,1,5,-4,4,6
25,2007-03-28_15-00-27,2007-03-28_16-46-03,870,870,0,0,0,0,0
26,2007-03-28_16-46-03,2007-03-28_16-48-40,870,873,3,0,3,3,3
27,2007-03-28_16-48-40,2007-03-28_20-35-13,873,875,2,0,2,2,2
28,2007-03-28_20-35-13,2007-04-01_01-18-20,875,875,0,0,0,0,0
29,2007-04-01_01-18-20,2007-04-01_19-10-36,875,875,0,0,0,0,0
30,2007-04-01_19-10-36,2007-04-04_23-41-35,875,885,10,0,10,10,10
31,2007-04-04_23-41-35,2007-04-05_13-16-39,885,888,3,0,3,3,3
32,2007-04-05_13-16-39,2007-04-05_20-26-28,888,888,0,0,0,0,0
33,2007-04-05_20-26-28,2007-04-09_13-04-50,888,888,0,0,0,0,0
34,2007-04-09_13-04-50,2007-04-10_23-03-30,888,889,5,4,1,1,9
35,2007-04-10_23-03-30,2007-04-10_23-32-37,889,890,2,1,1,1,3
36,2007-04-10_23-32-37,2007-04-13_10-00-12,890,895,5,0,5,5,5
37,2007-04-13_10-00-12,2007-04-15_08-43-23,895,898,3,0,3,3,3
38,2007-04-15_08-43-23,2007-04-28_16-48-04,898,900,2,0,2,2,2
39,2007-04-28_16-48-04,2007-04-28_16-48-27,900,902,2,0,2,2,2
